Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
0.5576013305401604,0.5807935753810854,0.6272047804464909,0.6087334421308155,0.5767934801261015,0.5747159761385384,0.5957506842324273,0.5702929404748398,0.5937301748901535,0.5747620158547888,0.6298649509446603,0.5722584059492885,0.5834003234399975,0.5938669557601517,0.6185286381789985,0.6184040077991388,0.6216892445116293,0.5906825176566675,0.5659730364188189,0.5855448842223395,0.5738646565344844,0.5873538361052255,0.5801929842171147,0.587100366946942,0.6001343764659596,0.5995641198138285,0.6002664367460683,0.6072918691226278,0.6148828009599046,0.586571476868525,0.5695822914350614,0.6032291073803645
0.586773584682078,0.5927143472719733,0.6339144267668203,0.5897528836192096,0.5835505495193797,0.5895474714122498,0.6031035993768292,0.5758549966015521,0.5795303241782682,0.5886350152746668,0.6341973293520773,0.5905692846814741,0.5983387144308887,0.5864956285201708,0.6408506806558601,0.6241568288311797,0.6182878810576351,0.6061229935489507,0.5874158002556369,0.5982651604431016,0.5934159680332436,0.6117994637259678,0.5986694761061571,0.6066519757275095,0.6185286105713101,0.6005522914507695,0.6184935486788266,0.6139370343174012,0.6150996113881414,0.591118864738034,0.5765468082261781,0.5969142469228264
0.6232487370273048,0.6125395728083379,0.6192301485041408,0.6150806498225679,0.6003862236494778,0.6179368811651857,0.6306343759741412,0.5789393741716017,0.5966201115365513,0.5824909735416993,0.6304982312688077,0.6002854278739249,0.5964464739581364,0.5968491019125596,0.6362488812685769,0.6136909440581031,0.6125007790810852,0.5990608397716176,0.5925171652276564,0.589475758721368,0.5934549892568546,0.5932472660912239,0.5983890321866506,0.6310186607468005,0.6233944418636483,0.5874103200660749,0.6325083660884856,0.6484477191289634,0.6304990613782167,0.6153244677575345,0.5917836673164679,0.5862144992816529
0.6189726736027261,0.6114173577967063,0.6067092089679306,0.6244387688578463,0.6120485780873579,0.6309081803937171,0.624638282368139,0.6051183643445238,0.6112769059765977,0.5850439009656413,0.615732998169969,0.5866951689146138,0.5834190011076282,0.6148500490295621,0.6151619716026286,0.6147434209473113,0.6028905173719413,0.584044660679419,0.5835503735812195,0.596076451753978,0.5818958576563676,0.56895724916264,0.5939721661584841,0.6393523141268072,0.6283908830462746,0.5966217224699607,0.6246395816197297,0.641178915101807,0.6341973293520773,0.6147967663473098,0.6111239224446874,0.5973530835838571
0.6131332224974639,0.6127169297972983,0.6176444305159055,0.6024919174789651,0.6059964845479641,0.617741905448608,0.6067024961718074,0.6033310202253716,0.5971622892204571,0.590757996953109,0.6126062233821518,0.5824011210494409,0.5796553004077091,0.5993048548714692,0.6038220064793336,0.6125007790810852,0.6058982121036333,0.585886191484071,0.5862303235046267,0.6184935486788266,0.5928106670493708,0.571374854255505,0.5897476957740037,0.6369122063283168,0.6308541557587207,0.6126062233821518,0.6128054334948637,0.6162138371669424,0.6043578896591809,0.5912443479006864,0.6186578043443987,0.6000043181443541
0.605391741845232,0.6251321280153422,0.6158168799747776,0.5925843906523106,0.5857417965836301,0.6128649783276983,0.5977819073246016,0.5907251268863996,0.572530531802729,0.5854142880328073,0.6113251351330378,0.5723984190510081,0.5932640664196923,0.5923141718570767,0.6107206492788013,0.6085209401343821,0.6066194874889451,0.5864619165333014,0.5967168798002321,0.6035569450033347,0.6042824177478766,0.5860617347544389,0.5937534913478423,0.6390840749527542,0.6366120996555128,0.6070321669744186,0.6170601851799672,0.619260271419977,0.6058024193922178,0.5997227698562793,0.6146555721067617,0.5900385618147073
0.5893949611290984,0.6161665229832385,0.6143670414670441,0.5996059178135839,0.599421488357825,0.5980378664192272,0.5950124630282909,0.5951395504478626,0.5667666226774529,0.5836022230611724,0.6099482269896751,0.5477805825200371,0.583325654666967,0.5805621086461585,0.6042077514319709,0.5975518106766969,0.5824721864515596,0.5738342498231745,0.5933624886429344,0.5857277840417673,0.586636882861226,0.6098030731514891,0.5991976337901758,0.6477886455989411,0.6161045972594004,0.612970726342558,0.6167928630244193,0.6245600118442365,0.6311642745088057,0.6124437272272458,0.6120452204871959,0.5929045923967575
0.6099628497194566,0.6054398089708799,0.6195856504269529,0.612913253525161,0.6115777799298492,0.5975308081658116,0.6012303590234086,0.5942473517917832,0.5864757007610344,0.5896537596026389,0.5964403609398902,0.5826359997703664,0.5686116767272696,0.5823635461769918,0.6161317439834288,0.5970485658329767,0.5905999852599625,0.5578460420174334,0.5642000409786762,0.6045765247465577,0.5794491494917897,0.5944053642413881,0.60114553763257,0.6298835610176817,0.6038506686657191,0.6118389328338141,0.6175289706598289,0.6208366054818022,0.6244440421109501,0.6245242478933448,0.598932041064853,0.5970709888301032
0.6092297704339102,0.5957414715389864,0.6135565398787587,0.6073385082982908,0.5825163442007891,0.5891626692001816,0.600019737625825,0.5932472660912239,0.605777708762307,0.5857317890586519,0.5991076042513437,0.6152438188217815,0.5920626280305925,0.6003577371364222,0.6315152054107034,0.6186345466952704,0.6112397205884526,0.5887109495282806,0.5856884427285295,0.6145809247924052,0.596255236446308,0.5998675128891148,0.5947838945886504,0.6328850208799963,0.6136714003561555,0.5865748928165166,0.6092297704339102,0.6152580349384683,0.6078423392408295,0.6076189794634633,0.5895619607820475,0.5939949416631374
0.5657458809390832,0.5765420092949937,0.5873262929406134,0.5879743380066755,0.5767560472517557,0.557557377148848,0.563452004820231,0.5999758305588415,0.5899299825940177,0.5708813131027336,0.5916207690339893,0.6013530039370483,0.590590659862009,0.588723914717611,0.6212886042398182,0.6215202228015886,0.6237224125426326,0.6087076064854461,0.6126707100010648,0.611873014900867,0.606619487488945,0.5957140574052714,0.5938040188259753,0.6252453815489676,0.6216651392125199,0.5796714458154146,0.5996093445351885,0.606266068496877,0.5994728194234745,0.5792399135875332,0.5961479584563175,0.5945795812264077
