Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
1.323896035553522,1.3052761205999885,1.3814022711468916,1.3586897189831912,1.6389749644796625,1.361332341153906,1.4726830513597267,1.6041820348592055,1.6042946842714263,1.468469875786885,1.570140994163293,1.6457158837804395,1.5591519265064369,1.5568020451685791,1.4693899933020305,1.4768578372236045,1.5326486815664961,1.5557158552299728,1.5070142031320382,1.4171246746355273,1.4392979908416441,1.5362499911039977,1.5250126518587899,1.3233726761060134,1.4316772175992996,1.4553709228469789,1.3564238254214596,1.3853389048021145,1.2831999933281732,1.3581285500021127,1.4693617665132785,1.511225402274003
1.313685839448332,1.3224899689621137,1.4226031375510018,1.406463687188512,1.6653297628260368,1.312711312607814,1.495352962344332,1.6913683398910528,1.5580252370087035,1.5749617174061854,1.5517052787561767,1.631242138365978,1.4892466412865277,1.5893529060896825,1.4924617706291283,1.4751585183661844,1.4935677625548913,1.5164144121016108,1.450188217734841,1.3808478144885665,1.3806066749523176,1.4713855643196603,1.4986164002425735,1.326541774839187,1.3368499700161616,1.5409081052897184,1.3958200748365233,1.4338325608613447,1.2770655202249352,1.453039766418876,1.5553960321629396,1.5447074819461566
1.3487763119387006,1.2779333517809028,1.4393276766374965,1.3903599369464283,1.5125455030867998,1.3015665629129107,1.5090633161470386,1.6635263522471064,1.5088155888061656,1.4908620593961577,1.514042520756317,1.5967280293838257,1.51786623666978,1.6181487631550622,1.5341506276315493,1.4644065105144908,1.48453906400383,1.5396521632311708,1.455112061490666,1.38743381036021,1.367105424891112,1.4422477399183338,1.4198836407449344,1.2993882186415917,1.2777341152892852,1.491990966418047,1.2917667745187338,1.3710770718766763,1.3530782757865598,1.3919578720541252,1.5099880161680435,1.526516724008178
1.4226083343088047,1.3590994391482085,1.4051892051551922,1.4635991203996799,1.5757506819709932,1.3909262309367767,1.4246046028139339,1.6763016272299747,1.511745166417354,1.4216740452312167,1.4418109073525804,1.5337432663431527,1.5463215722458714,1.544239084383436,1.4711111086430655,1.4000779920010806,1.4196429395204397,1.5305200272607085,1.5150165684630397,1.366500964619223,1.424729512148027,1.5022503354006362,1.4252319752208011,1.3154128158631897,1.3473251249153708,1.5329620892574354,1.4243828879746918,1.3996963423006776,1.347321402134381,1.3878137704710716,1.5892423332574468,1.4756577074726198
1.4829559328280066,1.442440129897986,1.4997208983778623,1.4785633111657104,1.6259386676153076,1.4201802865582849,1.4691761067336677,1.5707668828945887,1.516990045157905,1.4733128593113465,1.4818733371881323,1.5071589450986689,1.5416785025257491,1.5538659420131447,1.519214431241936,1.5077615508197162,1.5663642348517992,1.6035888191527081,1.5574705730572664,1.4246446343602406,1.462562958373939,1.5587246785868023,1.5523390867112785,1.3708505218463802,1.4803835872902826,1.5880340366051393,1.5342413097743273,1.5403253343239247,1.471704909684633,1.5771785965181533,1.6334024834832914,1.5114222459186966
1.4617538828599197,1.410141893125101,1.4947992867501618,1.4915258354474255,1.5466512434870021,1.385106582360051,1.5042297218674947,1.5908414672821434,1.501342700466801,1.5002516418776086,1.5222527805790396,1.5321004667572085,1.5292570153606322,1.5335568446343744,1.495168615985121,1.5015112902222336,1.5637006164316536,1.6036279860298819,1.5787394666046117,1.5031984752532788,1.5241541363015414,1.5832707847972107,1.534905475351787,1.426352679924345,1.4825521962664507,1.514356353389461,1.5375065405116135,1.5530688076966188,1.4593554712763772,1.5615932514109458,1.5494943126352314,1.5620005337438556
1.3681986223484748,1.303038834353901,1.3162188304516362,1.3551557859509729,1.50418626184458,1.2500913050706601,1.378175694095218,1.4804581864636075,1.5186728116606898,1.4703771008394113,1.4627825710127609,1.568917074099006,1.5431125706152382,1.5814633775754394,1.5346717324857897,1.5150799560768031,1.5086562527922869,1.5285271253243977,1.5513476068919045,1.4658959706588222,1.4875764348490748,1.519036240851878,1.4464912167918003,1.3687478882544917,1.3827859271260945,1.4588798010875326,1.4831770019341994,1.4687746260994372,1.4169682964660348,1.4807437557680179,1.494375549315921,1.521631308541159
1.3574415828595525,1.3844744076936935,1.3737559850939458,1.3556633100094937,1.5728353024839665,1.2710395595270731,1.367778518519467,1.4097254063870541,1.5375826538131723,1.472441982933926,1.4627197936201646,1.5596421738274104,1.5469602968131788,1.6079012188466917,1.5611435517956773,1.5047366848642687,1.4725244723656727,1.5838537687713155,1.5299284864979117,1.4482058478040605,1.4343796196956817,1.5161359397867888,1.4645658454420287,1.3553092114216396,1.3384424128232433,1.4478278162969038,1.4392412628271132,1.4530333705091592,1.3439032723172515,1.443666497973546,1.4918707570506438,1.5081982831385012
1.4191654211847304,1.4875814200123465,1.3461006571075367,1.3762459713040276,1.5638056158862739,1.3053615219296684,1.4088831420887855,1.5238539352906617,1.5571052445252977,1.5065158519122688,1.4415522678866997,1.5890224696846122,1.5751627427445989,1.6117389629067291,1.565667957729625,1.5348889016316358,1.528661174619201,1.6287039005493327,1.5749758931906381,1.5191732315435744,1.4792781225125573,1.5238369688589868,1.4920981823130293,1.3919921724848487,1.346509991918568,1.5147453762119254,1.452379331394219,1.4094089231535896,1.3475054321527908,1.394978024362728,1.5218867966855185,1.52578723161894
1.4035644428537386,1.417005747554601,1.4084247195157202,1.3186127032458201,1.5699790105894995,1.3093939211651713,1.4755138697866912,1.5386653923460591,1.530408898304967,1.5165491548779935,1.4793058463366568,1.568184068012246,1.5659047224270253,1.5578003126968687,1.516528524209244,1.493988590780189,1.5076967492147426,1.5791994490261194,1.5951471765278615,1.4918607822678631,1.533384356665674,1.5981700537304129,1.5770071915206572,1.3980727157389534,1.4124546809276235,1.5949624846270662,1.4062553562147693,1.3632362639530802,1.404317879054322,1.3831841939432077,1.5254457155182846,1.5700650662569868
