Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
0.5667193137383806,0.5811093934481814,0.5820910959752525,0.6174689883917972,0.532198997900185,0.5620202722044945,0.5911882088235082,0.6011573140682853,0.555604062438019,0.576353480186986,0.6056809982078359,0.6029130515848597,0.580665334384759,0.6125597851835675,0.6098026940640185,0.5557714875476453,0.5918661088604837,0.6038053824858756,0.5791433285807699,0.5730973494031756,0.5798410131729214,0.5942535871460152,0.5710651659165492,0.5851221236281867,0.5325759263730875,0.5522878192425758,0.5782822274260647,0.5400929160102457,0.5860157251096949,0.5829713166224599,0.4852465046065962,0.5635141161794175
0.5919734409430807,0.5780722230839782,0.5767756788122713,0.6050194136858439,0.5316147053931826,0.5836444879847551,0.6040512151575842,0.6132996759036097,0.5305687254460764,0.5959061715986596,0.598495507411953,0.5885327371729907,0.5897902801057001,0.6151413324252425,0.6092950909824536,0.5484093878366012,0.5899996634416467,0.5967821204860454,0.5828074776184227,0.558520318192111,0.5720450183649176,0.596592904441874,0.544061068003798,0.5380644003994302,0.5105563198360146,0.5369691455165596,0.5660862011693545,0.48027843163898176,0.5834589830293436,0.5526345955143185,0.4964368976582316,0.5460906515659009
0.615909017131471,0.5772842517904387,0.5814472480460376,0.6085083285988118,0.49313652919319284,0.5890339523318316,0.6136898576737896,0.6216231920467398,0.5550115979091208,0.5898965507421997,0.5942185358456044,0.5859521058172565,0.5786737633043184,0.6059705167287777,0.6061813067653801,0.5409615767191027,0.5843748804266071,0.6067950771813473,0.6016310574249223,0.5893849421790984,0.594926733655296,0.6037759055532438,0.5718931025062026,0.5847105030772924,0.5448041634146151,0.5670882046151533,0.5930844742357185,0.5220090473603223,0.5928193010516686,0.5845179674380269,0.5189625412352203,0.5607561444722449
0.6105282364250288,0.582173346176077,0.5734171209138524,0.6121940660295343,0.48528770212978395,0.6003671754827726,0.6000570804564175,0.6215087669177807,0.548116961118138,0.5468321939837908,0.59260945322548,0.5929310810833317,0.560653139183682,0.6258072064789507,0.6018034765471236,0.5209273675228919,0.5925939053312655,0.5863800666831782,0.5838483660081625,0.5577753384970363,0.5576931901524474,0.6077848260237012,0.5453449191261075,0.5498373135932457,0.5026443233090709,0.5488526809836071,0.5842813846350026,0.47745224868428493,0.5793690632208895,0.5705068116762704,0.5221234912325641,0.5385160380528682
0.6113343016817651,0.5886923641379322,0.5783018219074967,0.6017526091353216,0.43658901245248094,0.5807868394784915,0.6273371107379389,0.5540476655245963,0.5050138577586286,0.5707909702079054,0.5929076746430791,0.5867208744188046,0.5567094160685445,0.6151383049952149,0.5883027041202764,0.5325270574734815,0.5961614350333463,0.5683423327681509,0.5960743056910316,0.5841318337691127,0.5635209136842496,0.5997494564425638,0.5562241185330815,0.5666484627636253,0.524931338149431,0.5524028665807863,0.5722510653935904,0.4993354543573212,0.5729433929176929,0.5910468409221877,0.5231251037918161,0.5243917657388976
0.5983948979718307,0.5809304065849382,0.5865097345585397,0.579033828494215,0.3826728805278176,0.6005658312706045,0.6215976374680259,0.5538428241296873,0.5091177851350526,0.5608523843517085,0.6003767930705143,0.5825534086599601,0.5397670503743313,0.6046792112979581,0.5853891325457481,0.5345308076248484,0.5391009013081002,0.5603808830456114,0.5845950407954656,0.6069473008359607,0.5874451431091762,0.5970882626265507,0.5969830993328508,0.5982816769054273,0.5933357229883174,0.6099288081393858,0.6068034626329837,0.5887747442043257,0.5517531211537766,0.6217405237166364,0.5700940583064912,0.5838785080747559
0.5764969479272484,0.573518002301835,0.5824890252544753,0.6016380606534548,0.4289605180020007,0.5906938385880174,0.6148127731338714,0.586803944641343,0.544639376091121,0.5532441728385454,0.5963049425497756,0.6002124288400311,0.5441872146525761,0.6150359289764041,0.5787866587663925,0.5398993748395253,0.5587652892559097,0.5507142222993132,0.5973329011685345,0.6092236722448119,0.5784561616328309,0.5937283480027691,0.5839110316130462,0.5887177447863998,0.5739889484355697,0.5900579905378524,0.6023952707920293,0.5891629767891468,0.5674316531337484,0.6210985599519572,0.579572451008689,0.5610103346901842
0.5937733760539591,0.585588120099246,0.5995727457580764,0.5859992818994895,0.4081713166201231,0.5975830414859838,0.5983789650286275,0.5550737062213336,0.5365139686704401,0.5697994607671086,0.5998896729157855,0.5951116817451453,0.5717815242690021,0.61540631685353,0.5997641807924001,0.5684912673166976,0.5747315114084778,0.575120576736417,0.6034745245658814,0.6247672957632964,0.589688136353848,0.596173778305399,0.5819943320960752,0.6003264242363352,0.5804538144906567,0.5899270861132379,0.5983821184542644,0.600317637686401,0.5852536818194679,0.6269884892382281,0.5877335632351232,0.5517828193630608
0.587074497076533,0.5800969479739312,0.6089980100197058,0.5841413368543773,0.4254165737412698,0.5912287840659712,0.5982134301309988,0.5808044166315475,0.5508622487930749,0.5495138276393702,0.5992306473556284,0.5834061453316302,0.5520349408786883,0.6060061339564462,0.6103556506177186,0.5383707460420024,0.5220008942293823,0.575005803379751,0.5841929844010271,0.6153679552239897,0.5865408524426254,0.5878759937371061,0.5629190265364179,0.6043688512369156,0.5842350198832326,0.5870817755291883,0.5974611083851433,0.6117987939651646,0.563442638255891,0.6274564406098316,0.6045853945574808,0.5886560027487842
0.5682308923783187,0.578848473378303,0.5717302090965828,0.5950367867685427,0.44900019107592953,0.5828217598101406,0.6010629923161824,0.5667175211205456,0.5485451112550227,0.5360091719567863,0.5966723710770495,0.5849622710884289,0.5467896666906911,0.5956832961014733,0.6017326303573632,0.5513325352228952,0.5673978330318182,0.5862985188196679,0.5788204345873464,0.6134756578604758,0.5641259435588436,0.5664360555047941,0.5438502737183781,0.5969096447140746,0.5792364858043512,0.5672035338924494,0.5882506771433297,0.6074121069983937,0.5673399342917127,0.6087991990021772,0.5896801590011325,0.5708261554479479
0.560794608804699,0.5949643863295451,0.5457485340464404,0.5603021300518631,0.4392521185140928,0.5846385685541747,0.5827207222912231,0.5499053344831393,0.5276016644197489,0.5679252045973363,0.6029040533030521,0.5732931276310246,0.5592168996312027,0.5974280538017956,0.6092241776835134,0.5573588072992373,0.5467311483227197,0.5766909923212779,0.5633634335557937,0.5954548820358876,0.5643925536486463,0.5636373900299744,0.548818065762057,0.6070657426744475,0.6016053988974087,0.5740191602151681,0.5863532320777348,0.6137767017547514,0.5779060460256932,0.6145628890701169,0.5509300265883991,0.5895504737775495
0.5641255675688258,0.5767065996323849,0.5509611859982495,0.5806558823733784,0.5228280539778005,0.5823787732396323,0.5897982198728028,0.59965619182253,0.5440713973050006,0.576393867493759,0.6024699511322589,0.5841354596099846,0.5700523984864431,0.6005000355766862,0.6254701046791479,0.5670103227583764,0.5568413389054689,0.5893460187424093,0.5773579291537914,0.5531659764684252,0.5623712976332816,0.5740268044475758,0.5604622814640121,0.5873598234544153,0.5868308222615531,0.5772543984242723,0.5766557842570813,0.60726297475972,0.575372115686237,0.6189906546803532,0.5212453971275943,0.5955206737988465
0.570098365482946,0.5562231295132873,0.5623646212251583,0.5803287044467426,0.5117321121975821,0.5744220041391335,0.5962557240993576,0.5991942163586489,0.5852070553404912,0.5569941131502606,0.6174490956033245,0.5974989659476476,0.5986417146543411,0.610339789924134,0.6251287916733973,0.6078860336356734,0.6044653503494345,0.6089219033159867,0.5966753806666262,0.5752333401655142,0.583406515511657,0.5792789439631801,0.5609653596134981,0.6027807314249995,0.5914352845755192,0.5640536683876914,0.5840132550465055,0.604627855090603,0.5787710173098027,0.6008033983767851,0.5004681728220111,0.5871426757698788
0.5626077646969272,0.5714273580938606,0.568052627551148,0.5615026726349449,0.4571221814760992,0.5779003969929001,0.6011169809184296,0.6151590320671501,0.5686943960062611,0.5499254700661647,0.6071772929689951,0.5888994726151627,0.5989738659232658,0.615995921950388,0.6279761940397636,0.610393141921817,0.6003041745741791,0.6054352944994388,0.5959056649323515,0.556920040729795,0.5833798701351636,0.5889742330553366,0.5718981490515829,0.6129520894668422,0.6059526158181064,0.5753641399316107,0.578630723020548,0.5972437503484201,0.544967960586428,0.5920440004133745,0.4387862926030253,0.6013326929065795
